Loan_Amount,OS_0,OS_1,OS_2,OS_3,OS_4,OS_5,OS_6,OS_7,OS_8,OS_9,OS_10,OS_11,OS_12,Payment_1,Payment_2,Payment_3,Payment_4,Payment_5,Payment_6,Payment_7,Payment_8,Payment_9,Payment_10,Payment_11,Payment_12,Spend_1,Spend_2,Spend_3,Spend_4,Spend_5,Spend_6,Spend_7,Spend_8,Spend_9,Spend_10,Spend_11,Spend_12,Delq1_1,Delq1_2,Delq1_3,Delq1_4,Delq1_5,Delq1_6,Delq1_7,Delq1_8,Delq1_9,Delq1_10,Delq1_11,Delq1_12,Delq2_1,Delq2_2,Delq2_3,Delq2_4,Delq2_5,Delq2_6,Delq2_7,Delq2_8,Delq2_9,Delq2_10,Delq2_11,Delq2_12,Delq3_1,Delq3_2,Delq3_3,Delq3_4,Delq3_5,Delq3_6,Delq3_7,Delq3_8,Delq3_9,Delq3_10,Delq3_11,Delq3_12,isFraud
150000,99134.01,134850.05,48587.68,133204.65,61434.87,46553.95,7978.95,76992.24,87673.18,81409.11,90746.32,75618.42,169391.74,99135,134851,42595,124261,61435,45972,0,76993,87674,70522,90747,0,134851.04,48588.63,127211.97,52491.22,46554.08,7397,69013.29,87673.94,81409.93,79859.21,75619.1,93773.32,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48000,17279.03,11870.79,24404.82,35097.46,28164.29,50060.84,44701.67,78250.83,86175.8,86175.8,11270.11,32326.37,41592.56,9319,8721,0,18037,0,41474,0,0,0,86176,0,30044,3910.76,21255.03,10692.64,11103.83,21896.55,36114.83,33549.16,7924.97,0,11270.31,21056.26,39310.19,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110000,54064.82,84431.05,56804.51,59674.17,140385.59,140385.59,-0.41,57558.34,73663.39,121291.79,203455.25,114750.5,80724.24,0,84432,46395,0,0,140386,0,0,0,0,155110,110500,30366.23,56805.46,49264.66,80711.42,0,0,57558.75,16105.05,47628.4,82163.46,66405.25,76473.74,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,53684.52,114444.26,115796.76,127952.58,38223.75,85168.56,129396.19,32394.82,82018.09,125322.71,30182.02,18613.87,130273.01,0,0,90298,127953,36711,0,127594,0,0,125323,22756,0,60759.74,1352.5,102453.82,38224.17,83655.81,44227.63,30592.63,49623.27,43304.62,30182.31,11187.85,111659.14,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,16578.46,16310.37,17960.19,41109.52,38305.44,50388.47,37236.61,81841.88,17899.24,19369.68,11399.54,16362.49,22982.77,16445,14691,0,28284,0,50389,0,81842,0,19091,8473,8630,16176.91,16340.82,23149.33,25479.92,12083.03,37237.14,44605.27,17899.36,1470.44,11120.86,13435.95,15250.28,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290000,128006.03,303602.62,144278.24,246412.98,115631.8,108496.1,105061.86,144995.02,144995.02,227314.03,417968.85,498107.05,498107.05,0,303603,0,246413,115632,95274,105062,0,121292,0,0,0,175596.59,144278.62,102134.74,115631.82,108496.3,91839.76,144995.16,0,203611.01,190654.82,80138.2,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,38493.97,16889.18,82351.31,56322.98,42088.12,34002.24,92237.28,62544.09,61548.84,28101.3,28101.3,4515.3,4515.3,36845,15565,71595,50983,39539,0,49870,60007,33701,0,23586,0,15240.21,81027.13,45566.67,36748.14,31453.12,58235.04,20176.81,59011.75,253.46,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,44409.86,31171.32,42099.28,108899.83,128097.72,163402.26,179746.48,56614.05,56614.05,82699.01,56506.66,-0.34,37333.33,38151,26900,0,0,0,0,179747,0,0,70130,56507,0,24912.46,37827.96,66800.55,19197.89,35304.54,16344.22,56614.57,0,26084.96,43937.65,0,37333.67,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,118835.95,61474.41,105158.97,57678.85,182512.57,57011.13,24093.12,88065.82,170868.47,129279.7,84439.63,80854.1,52664.16,118836,61475,105159,0,182513,53166,24094,0,147753,129280,79841,80855,61474.46,105159.56,57678.88,124833.72,57011.56,20247.99,88066.7,82802.65,106164.23,84439.93,76255.47,52665.06,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,110612.13,72794.64,72794.64,72794.64,159677.05,324308.38,450511.15,139713.39,41389.05,107433.27,154384.33,235109.1,326598.08,110613,0,0,72795,0,0,342160,139714,41390,81235,0,0,72795.51,0,0,159677.41,164631.33,126202.77,31362.24,41389.66,107434.22,128186.06,80724.77,91488.98,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
200000,90904.84,19655.84,66421.18,66942.06,31035,118336.36,226108.34,4675.82,124450.44,195388.11,282117.31,69864.23,72261.27,71249,19656,50556,55445,28841,0,226109,4676,0,0,269470,69865,0,66421.34,51076.88,19537.94,116142.36,107771.98,4676.48,124450.62,70937.67,86729.2,57216.92,72262.04,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250000,83415.37,89938.19,175178.43,237789.1,313160.33,95379,88008.26,122993.04,-0.96,96689.57,-0.43,6285.64,122990.31,83416,0,0,0,313161,95379,88009,122994,0,96690,0,0,89938.82,85240.24,62610.67,75371.23,95379.67,88008.26,122993.78,0,96690.53,0,6286.07,116704.67,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90000,33399.43,100869.78,147794.25,197963.84,273389,124798.63,41586.63,41586.63,84908.42,135941.12,168098.36,218290.6,293623.75,0,0,0,0,180519,83212,0,0,0,0,0,0,67470.35,46924.47,50169.59,75425.16,31928.63,0,0,43321.79,51032.7,32157.24,50192.24,75333.15,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1
175000,62145.83,12370.83,91302.63,31780.71,40498.57,-0.43,68594.67,122972.51,23614.51,168829.11,168829.11,177107.35,223698.45,49775,0,60934,0,40499,0,0,99358,0,0,90938,0,0,78931.8,1412.08,8717.86,0,68595.1,54377.84,0,145214.6,0,99216.24,46591.1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74000,30356.61,48209.94,40019.64,40019.64,94379.05,131504.51,170203.85,79643.01,101626.09,80574.84,15683.85,41480.07,35038.99,0,29670,0,0,0,0,120043,0,73673,80095,0,41481,17853.33,21479.7,0,54359.41,37125.46,38699.34,29482.16,21983.08,52621.75,15204.01,25796.22,35039.92,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,57217.09,78250.22,29063.13,66894.93,69313.94,54562.33,31913.67,39577.44,26275.24,65636.88,123918.04,168548.76,79383.26,48769,73038,0,53533,69314,48713,26332,39578,0,0,0,168549,69802.13,23850.91,37831.8,55952.01,54562.39,26064.34,33995.77,26275.8,39361.64,58281.16,44630.72,79383.5,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
125000,65320.11,82210.52,82210.52,47199.15,72819.95,143783.85,183754.19,61955.38,83227.7,26585.61,97846.09,57408.08,51838.19,62190,0,82211,47200,0,0,155951,61956,83228,0,97847,57409,79080.41,0,47199.63,72820.8,70963.9,39970.34,34152.19,83228.32,26585.91,71260.48,57408.99,51839.11,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50000,27502.01,22150.51,53221.45,14723.22,30725.4,9614.47,30624.44,48348.45,23338.8,26434.87,46990.68,22810.44,48578.66,27503,0,42952,13065,30726,0,0,48349,23339,0,46991,0,22151.5,31070.94,4453.77,29067.18,9615.07,21009.97,17724.01,23339.35,26435.07,20555.81,22810.76,25768.22,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,27937.64,55351.95,14927.68,34190.11,63144.17,99744.94,143309.01,143309.01,143309.01,165331.16,24878.81,19932.35,41239.58,0,51449,0,0,0,0,0,0,0,161698,24879,15027,27414.31,11024.73,19262.43,28954.06,36600.77,43564.07,0,0,22022.15,21245.65,19932.54,36334.23,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
125000,47594.9,51391.72,111453.49,96036.04,-0.96,85263.59,59692.71,84705.91,61399.03,54472.04,42183.9,142155.26,142155.26,47595,0,111454,96037,0,85264,59693,84706,61400,48793,0,0,51391.82,60061.77,96036.55,0,85264.55,59693.12,84706.2,61399.12,54473.01,36504.86,99971.36,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,72925.51,27097,69616.83,15512.83,114182.09,208937.29,255756.34,301990.74,93081.01,115372.26,145325.79,218818.53,119344.51,65902,27097,54104,0,0,0,0,301991,93082,0,0,218819,20073.49,69616.83,0,98669.26,94755.2,46819.05,46234.4,93081.27,115373.25,29953.53,73492.74,119344.98,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,27611.85,60746.42,15544.42,50935.99,21753.99,30836.33,63131.84,15808.6,37325.39,80848.38,122744.27,-0.73,41052.88,25359,45202,13847,29182,19796,15803,56991,13394,0,0,122745,0,58493.57,0,49238.57,0,28878.34,48098.51,9667.76,34910.79,43522.99,41895.89,0,41053.61,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,100488.71,51235.01,108612.43,176153.04,46478.22,136459.5,178016.84,220533.23,95983.17,73186.87,177412.59,136780.48,272012.36,95251,51236,0,176154,0,136460,0,220534,77567,0,177413,0,45997.3,108613.42,67540.61,46479.18,89981.28,178017.34,42516.39,95983.94,54770.7,104225.72,136780.89,135231.88,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,16654.48,50102.51,34296.73,48422.59,7541,197.92,15.92,18346.91,24319.8,19624.41,25620.92,5704.92,4091.32,0,50103,0,45996,7541,182,16,18347,19606,19625,19916,5362,33448.03,34297.22,14125.86,5114.41,197.92,0,18346.99,24319.89,14910.61,25621.51,0,3748.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140000,43623.81,91231.18,47515.79,92364.53,142250.3,157263.94,77074.92,42375.84,85602.39,75143.61,150567.68,195501.62,148723.62,0,91232,47516,0,0,149943,77075,0,83311,0,0,186778,47607.37,47516.61,92364.74,49885.77,15013.64,69753.98,42375.92,43226.55,72852.22,75424.07,44933.94,140000,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100000,31502.78,47329.35,11308.35,-0.65,46268.15,95664.69,84330.25,141547,40038.54,72751.85,72751.85,112489.02,130006.16,26590,36021,11309,0,0,76712,0,141547,0,0,0,0,42416.57,0,0,46268.8,49396.54,65377.56,57216.75,40038.54,32713.31,0,39737.17,17517.14,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
180000,62763.95,148205.5,104984.72,60545.72,115236.09,204023.49,165065.27,152909.1,106764.94,168420.94,95106.11,52118.12,21960.58,0,90196,44439,59502,0,73702,162114,61156,0,163593,71031,49764,85441.55,46975.22,0,114192.37,88787.4,34743.78,149957.83,15011.84,61656,90278.17,28043.01,19606.46,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250000,94604.22,264307.15,328465.1,-0.9,130704.7,84166.46,145110.7,102092.13,199918.67,150832.56,237195.92,126463.56,191992.41,0,0,328466,0,112900,0,126698,0,157181,0,237196,0,169702.93,64157.95,0,130705.6,66361.76,60944.24,83679.43,97826.54,108094.89,86363.36,126463.64,65528.85,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,21409.89,21506.59,31982.09,77367.76,9949.76,9949.76,49603.2,74976.92,14029.96,2082.96,5105.65,13192.15,23101.78,0,21117,0,67418,0,0,0,74977,11947,0,4390,11362,96.7,31592.5,45385.67,0,0,39653.44,25373.72,14030.04,0,3022.69,12476.5,21271.63,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190000,74995.33,118781.7,195382.3,189951.63,94318.16,148041.51,235774.03,137519.84,268475.62,169304.97,139296.46,146243.51,146243.51,0,0,168664,156024,0,0,120309,0,183005,124325,107530,0,43786.37,76600.6,163233.33,60390.53,53723.35,87732.52,22054.81,130955.78,83834.35,94316.49,114477.05,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115000,23628.8,3842.8,39805.95,69658.78,82907.45,146690.58,39407.62,42453.07,41942.5,114300.9,48043.34,50629.47,63866.93,19786,0,0,0,0,137937,39408,42454,0,114301,48044,50630,0,35963.15,29852.83,13248.67,63783.13,30654.04,42453.45,41943.43,72358.4,48043.44,50630.13,63867.46,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
110000,24454.03,29651.92,37229.68,82131.93,86878.75,22188.63,65561.73,113714.16,173743.66,241457.12,75050.45,96633.89,70743.71,0,27828,0,0,84177,0,0,0,0,186586,44327,70621,5197.89,35405.76,44902.25,4746.82,19486.88,43373.1,48152.43,60029.5,67713.46,20179.33,65910.44,44730.82,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,40574.8,-0.2,53936.24,59543.53,59543.53,53162.26,49203.55,49203.55,18359.43,27478.82,37938.81,28975.62,28975.62,40575,0,0,0,59544,45107,0,49204,18360,25211,37939,0,0,53936.44,5607.29,0,53162.73,41148.29,0,18359.88,27479.39,35670.99,28975.81,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
280000,149017.6,55947.32,-0.68,184995.14,134624.3,153486.5,127434.47,197063.57,93398.07,142056.48,207615.32,333366.75,227662.95,149018,55948,0,184996,134625,127811,0,161111,93399,0,0,265568,55947.72,0,184995.82,134625.16,153487.2,101758.97,69629.1,57445.5,142057.41,65558.84,125751.43,159864.2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
150000,92180.07,119002.31,155605.63,182991.72,64860.95,57123.92,53156.29,76928.78,136837.56,231041.45,-0.55,35138.46,35138.46,63876,0,0,150642,64861,54127,36568,0,0,231042,0,0,90698.24,36603.32,27386.09,32511.23,57123.97,50159.37,60340.49,59908.78,94203.89,0,35139.01,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300000,144643.87,-0.13,109526.87,229173.81,372286.14,494018.35,141551.87,128292.03,204260.19,216892.25,44547.38,44547.38,166233.11,144644,0,0,0,0,489345,141552,128293,176021,208232,0,0,0,109527,119646.94,143112.33,121732.21,136878.52,128292.16,204261.16,188653.06,35887.13,0,121685.73,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
100000,36390.8,117556.94,60770.16,-0.84,71017.43,122235,28468.58,85371.03,39117.79,45183.06,31233.63,59812.27,123469.89,0,117557,60771,0,0,122235,0,85372,39118,43217,0,0,81166.14,60770.22,0,71018.27,51217.57,28468.58,56902.45,39118.76,45183.27,29267.57,28578.64,63657.62,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
110000,43672.11,46207,76414.59,6820.59,38723.27,80387.58,102709.02,111311.12,80751.46,52553.67,38240.51,15194.63,44339.25,43673,0,69594,0,38724,0,0,62922,80752,39736,38241,14214,46207.89,30207.59,0,31902.68,80388.31,22321.44,8602.1,32362.34,52554.21,25422.84,15195.12,43358.62,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,38308.39,22641.09,48749.64,63033.9,24801.77,31804.67,45739.02,54294.8,54294.8,4512.26,10218.54,49336.62,49336.62,38309,0,0,57607,0,27604,0,0,53419,4513,0,0,22641.7,26108.55,14284.26,19374.87,7002.9,41538.35,8555.78,0,3636.46,10219.28,39118.08,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
70000,38338.26,55565.35,74980.88,16391.95,38701.26,64616.79,40869.71,50441.83,53503.02,47331.55,72097.8,35244.7,76044.7,0,0,74981,0,0,64617,39460,38800,41447,41483,65908,29200,17227.09,19415.53,16392.07,22309.31,25915.53,40869.92,49032.12,41861.19,35275.53,66249.25,29054.9,70000,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,100497.41,139137.4,145186.53,-0.47,104084.64,100425.91,102666.93,79293.79,105202.29,101556.08,128633.25,112116.93,199999.93,0,134936,145187,0,104085,100426,98333,79294,105203,101557,114790,112117,38639.99,140985.13,0,104085.11,100426.27,102667.02,74959.86,105202.5,101556.79,128634.17,98273.68,200000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130000,53143.39,116794.41,59862.52,62349.1,42370.32,42370.32,55867.19,144952.56,19443.23,-0.77,74149.88,130059.06,4585.06,53144,101719,0,62350,0,42371,0,144953,19444,0,0,125474,116795.02,44787.11,2486.58,42371.22,0,55867.87,89085.37,19443.67,0,74150.65,55909.18,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,40827.03,57655.89,82481.91,35433.5,228.5,11.5,56424.45,78905.41,63292.72,117335.48,-0.52,40210.11,72471.86,35190,0,82482,35205,217,10,0,59766,0,117336,0,0,52018.86,24826.02,35433.59,0,0,56422.95,22480.96,44153.31,54042.76,0,40210.63,32261.75,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,41487.48,39792.1,21948.12,23293.7,33377.29,55098.74,78470.56,43076.1,70551.81,108892.12,129157.57,184288.23,214175.69,35218,32744,18877,23294,25377,0,68734,0,0,0,0,0,33522.62,14900.02,20222.58,33377.59,47098.45,23371.82,33339.54,27475.71,38340.31,20265.45,55130.66,29887.46,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
90000,35290,49999.43,47184.46,40226.08,40226.08,60237.6,81406.12,33542.46,62825.35,62825.35,94225.25,41547.46,-0.54,0,43568,36463,0,31883,0,70226,0,0,0,91011,41548,14709.43,40753.03,29504.62,0,51894.52,21168.52,22362.34,29282.89,0,31399.9,38333.21,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,3265.79,4541.56,7297.53,-0.47,2945.43,3525.57,776.7,101.7,725.2,3274.95,2727.39,8756.21,1592.21,3266,4135,7298,0,0,3526,675,80,0,3266,0,7164,4541.77,6890.97,0,2945.9,580.14,777.13,0,703.5,2549.75,2718.44,6028.82,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50000,23806.23,19499.91,22557.85,28685.71,53851.69,72494.6,-0.4,23731.01,42920.22,4051.27,14350.67,30916.98,11089.34,23807,17251,17435,0,0,72495,0,0,42921,0,12704,30917,19500.68,20308.94,23562.86,25165.98,18642.91,0,23731.41,19189.21,4052.05,10299.4,29270.31,11089.36,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,44904.82,59055,83212.27,23729.85,-0.15,-0.15,27831.65,37405.09,37405.09,79429.96,65094.73,70609.95,46687.57,0,54513,73803,23730,0,0,27832,0,0,62785,53655,70610,14150.18,78670.27,14320.58,0,0,27831.8,37405.44,0,42024.87,48449.77,59170.22,46687.62,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100000,42706.75,45343.9,29193.52,563.52,61518.49,47857.58,26175.89,40632.39,54564.54,24182.07,54275.52,62251.14,62251.14,42707,45344,28630,517,49334,47858,0,40633,54565,0,0,0,45344.15,29193.62,0,61471.97,35673.09,26176.31,14456.5,54565.15,24182.53,30093.45,7975.62,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
50000,21296.13,45912.65,19787.12,38840.17,22884.64,20454.02,33537.85,38639.83,45132.56,5257.56,5257.56,27924.18,50558.65,12877,39669,0,28758,16745,0,18369,0,39875,0,3689,0,37493.52,13543.47,19053.05,12802.47,14314.38,13083.83,23470.98,6492.73,0,0,26355.62,22634.47,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290000,111869.85,17009.85,158151.47,153446.38,141686.83,252352.04,440336.11,265489.96,195910.66,277826.66,526000.54,144607.42,242888.63,94860,14095,115731,141401,0,0,301835,170013,112228,0,468708,0,0,155236.62,111025.91,129641.45,110665.21,187984.07,126988.85,100433.7,194144,248173.88,87314.88,98281.21,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,23279.75,50599.83,30728.76,53391.01,26907.96,26907.96,956.96,14809.16,25927.78,35384.04,16287.99,60251.3,30136.01,0,50600,0,42768,0,25951,882,12581,23345,35385,0,60252,27320.08,30728.93,22662.25,16284.95,0,0,14734.2,23699.62,32801.26,16288.95,43963.31,30136.71,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110000,39457.64,93942.74,126412.64,215469.45,274903.55,100722.74,23108.74,1744.74,51651.55,74517.16,53252.9,43154.92,85045.66,0,0,0,0,192874,77614,21364,0,51652,43752,41064,0,54485.1,32469.9,89056.81,59434.1,18693.19,0,0,49906.81,74517.61,22487.74,30966.02,41890.74,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,26588.8,19727.88,5378.42,22027.06,51005.81,75721.51,26326.84,42489.64,-0.36,24067.32,60494.9,103359.63,13135.23,21359,16341,0,0,0,75722,0,42490,0,0,0,103360,14498.08,1991.54,16648.64,28978.75,24715.7,26327.33,16162.8,0,24067.68,36427.58,42864.73,13135.6,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75000,39058.03,64456.68,39115.51,16776.15,32293.49,-0.51,12988.97,43704.67,43883.25,53933.77,74833.88,55700.1,63564.52,0,42690,22450,13461,32294,0,12044,43705,0,0,57871,0,25398.65,17348.83,110.64,28978.34,0,12989.48,42759.7,43883.58,10050.52,20900.11,38737.22,7864.42,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,42577.42,83460.1,59803.89,29088.73,41859.68,56504.3,95776.53,4026.16,22854.86,49364.37,101110.79,134076.92,79999.92,0,70685,59804,0,0,0,95777,4027,0,0,0,134077,40882.68,47028.79,29088.84,12770.95,14644.62,39272.23,4026.63,22855.7,26509.51,51746.42,32966.13,80000,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50000,16614.95,19688.53,28885.43,12909.51,43297.18,32069.54,61628.21,11440.21,36394.67,17393.57,34540.96,69687.71,34223.74,13915,0,28886,0,43298,0,50188,8622,36395,0,0,69688,16988.58,9196.9,12910.08,30387.67,32070.36,29558.67,0,33576.46,17393.9,17147.39,35146.75,34224.03,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,47392.61,75708.25,46262,79660.45,39972.76,90617.53,71208.17,95251.91,134274.44,58979.52,17810.01,71589.53,177364.23,45634,72179,0,79661,33067,70543,0,0,134275,58980,17303,0,73949.64,42732.75,33398.45,39973.31,83711.77,51133.64,24043.74,39022.53,58980.08,17810.49,71082.52,105774.7,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,52637.67,52637.67,94193.34,51970.61,67294,21740.39,4060.39,67409.1,100510.55,116757.8,-0.2,6407.36,52545.83,0,0,91702,0,67294,17680,4057,0,0,116758,0,0,0,41555.67,49479.27,15323.39,21740.39,0,67405.71,33101.45,16247.25,0,6407.56,46138.47,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
